Name,Adress,Adress2,Zip,Grade,Score,Latitude,Longitude,Coordinates
C J Olson,"560 Remington Av,Sunnyvale, Ca 94087","560 REMINGTON AV,SUNNYVALE, CA 94087",94087,Pass,98,37.35747,-122.02576,"(37.35747,-122.02576)"
Coffee Bar Bldg B,"741 1St Av,Sunnyvale, Ca 94089","741 1ST AV,SUNNYVALE, CA 94089",94089,Pass,96,37.418868,-122.025759,"(37.418868,-122.025759)"
Google-Mat3 - La Place Cafe,"1220 Mathilda Av,Sunnyvale, Ca 94089","1220 MATHILDA AV,SUNNYVALE, CA 94089",94089,Pass,94,37.410876,-122.025721,"(37.410876,-122.025721)"
Stocklmeir Central Kitchen,"592 Dunholme Wy,Sunnyvale, Ca 94087","592 DUNHOLME WY,SUNNYVALE, CA 94087",94087,Pass,100,37.344666,-122.025703,"(37.344666,-122.025703)"
Comfort Inn Suites,"940 Weddell Dr ,Sunnyvale, Ca 94089","940 WEDDELL DR ,SUNNYVALE, CA 94089",94089,Pass,95,37.39959,-122.025624,"(37.39959,-122.025624)"
Paris Baguette,"598 E El Camino Real Unit 1,Sunnyvale, Ca 94087","598 E EL CAMINO REAL UNIT 1,SUNNYVALE, CA 94087",94087,Pass,88,37.36143,-122.02554,"(37.36143,-122.02554)"
Saint Martin Church,"597 Central Av ,Sunnyvale, Ca 94086","597 CENTRAL AV ,SUNNYVALE, CA 94086",94086,Pass,100,37.370157,-122.025303,"(37.370157,-122.025303)"
Gombei Bento,"155 E Maude Av ,Sunnyvale, Ca 94086","155 E MAUDE AV ,SUNNYVALE, CA 94086",94086,Pass,89,37.3883,-122.02524,"(37.3883,-122.02524)"
Coffee Bar Bldg D,"701 1St Av ,Sunnyvale, Ca 94089","701 1ST AV ,SUNNYVALE, CA 94089",94089,Pass,96,37.417122,-122.025125,"(37.417122,-122.025125)"
Verizon Media Urls,"781 First Av,Sunnyvale, Ca 94089","781 FIRST AV,SUNNYVALE, CA 94089",94089,Pass,87,37.417948,-122.025052,"(37.417948,-122.025052)"
Taqueria El Pollo,"195 E Maude Av,Sunnyvale, Ca 94085","195 E MAUDE AV,SUNNYVALE, CA 94085",94085,Pass,70,37.38815,-122.02496,"(37.38815,-122.02496)"
Ac Hotel By Marriott Sunnyvale Cupertino,"597 E El Camino Real,Sunnyvale, Ca 94087","597 E EL CAMINO REAL,SUNNYVALE, CA 94087",94087,Pass,92,37.361792,-122.024881,"(37.361792,-122.024881)"
In-N-Out Burger,"604 E El Camino Real ,Sunnyvale, Ca 94087","604 E EL CAMINO REAL ,SUNNYVALE, CA 94087",94087,Pass,100,37.361,-122.02484,"(37.361,-122.02484)"
Faz Restaurant & Catering,"1108 N Mathilda Av,Sunnyvale, Ca 94089","1108 N MATHILDA AV,SUNNYVALE, CA 94089",94089,Pass,80,37.404686,-122.024714,"(37.404686,-122.024714)"
Club Lounge @ Sheraton Sunnyvale Hotel,"1100 N Mathilda Av,Sunnyvale, Ca 94089","1100 N MATHILDA AV,SUNNYVALE, CA 94089",94089,Pass,95,37.40468,-122.02471,"(37.40468,-122.02471)"
First United Methodist Church,"535 Old San Francisco Rd ,Sunnyvale, Ca 94086","535 OLD SAN FRANCISCO RD ,SUNNYVALE, CA 94086",94086,Pass,100,37.368124,-122.024637,"(37.368124,-122.024637)"
Subway Sandwiches #6741,"605 E El Camino Real # 4,Sunnyvale, Ca 94087","605 E EL CAMINO REAL # 4,SUNNYVALE, CA 94087",94087,Pass,85,37.36188,-122.02452,"(37.36188,-122.02452)"
Sunnywich Cafe,"223 E Maude Av ,Sunnyvale, Ca 94085","223 E MAUDE AV ,SUNNYVALE, CA 94085",94085,Pass,90,37.388,-122.02452,"(37.388,-122.02452)"
Garcia'S Taqueria,"738 S Fair Oaks Av ,Sunnyvale, Ca 94086","738 S FAIR OAKS AV ,SUNNYVALE, CA 94086",94086,Pass,50,37.36223,-122.02443,"(37.36223,-122.02443)"
Ellis School,"550 E Olive Av ,Sunnyvale, Ca 94086","550 E OLIVE AV ,SUNNYVALE, CA 94086",94086,Pass,100,37.369614,-122.024351,"(37.369614,-122.024351)"
Sunnyvale Community Center,"550 E Remington Dr,Sunnyvale, Ca 94087","550 E REMINGTON DR,SUNNYVALE, CA 94087",94087,Pass,98,37.35666,-122.02425,"(37.35666,-122.02425)"
Bishop School,"450 N Sunnyvale Av,Sunnyvale, Ca 94086","450 N SUNNYVALE AV,SUNNYVALE, CA 94086",94086,Pass,100,37.386469,-122.024109,"(37.386469,-122.024109)"
Pho Lovers,"253 E Maude Av ,Sunnyvale, Ca 94085","253 E MAUDE AV ,SUNNYVALE, CA 94085",94085,Pass,82,37.38779,-122.0239,"(37.38779,-122.0239)"
Tu Mero Mole,"590 Old San Francisco Rd ,Sunnyvale, Ca 94086","590 OLD SAN FRANCISCO RD ,SUNNYVALE, CA 94086",94086,Pass,85,37.367059,-122.023586,"(37.367059,-122.023586)"
Save N Go Market,"343 E Maude Av,Sunnyvale, Ca 94086","343 E MAUDE AV,SUNNYVALE, CA 94086",94086,Pass,98,37.38765,-122.02347,"(37.38765,-122.02347)"
212 New York Pizza,"19998 E Homestead Rd # A,Cupertino, Ca 95014","19998 E HOMESTEAD RD # A,CUPERTINO, CA 95014",95014,Pass,91,37.337689,-122.02327,"(37.337689,-122.02327)"
Ruby'S Taqueria,"821 Borregas Av,Sunnyvale, Ca 94086","821 BORREGAS AV,SUNNYVALE, CA 94086",94086,Pass,80,37.39706,-122.02327,"(37.39706,-122.02327)"
Target Store T-2584 - Grocery,"298 W Mckinley Dr ,Sunnyvale, Ca 94086","298 W MCKINLEY DR ,SUNNYVALE, CA 94086",94086,Pass,100,37.371647,-122.023153,"(37.371647,-122.023153)"
Gochi Japanese Fusion Tapas,"19980 E Homestead Rd,Cupertino, Ca 95014","19980 E HOMESTEAD RD,CUPERTINO, CA 95014",95014,Pass,85,37.337539,-122.023116,"(37.337539,-122.023116)"
Oakmont Sandwiches,"19998 Homestead Rd # C,Cupertino, Ca 95014","19998 HOMESTEAD RD # C,CUPERTINO, CA 95014",95014,Pass,85,37.337235,-122.022823,"(37.337235,-122.022823)"
Moffett Place 4 - Concierge Lvl 1,"1190 Bordeaux Dr,Sunnyvale, Ca 94089","1190 BORDEAUX DR,SUNNYVALE, CA 94089",94089,Pass,88,37.408983,-122.022761,"(37.408983,-122.022761)"
L.P. Collins Elementary School,"10300 N Blaney Av ,Cupertino, Ca 95014","10300 N BLANEY AV ,CUPERTINO, CA 95014",95014,Pass,100,37.327368,-122.022727,"(37.327368,-122.022727)"
Oakmont Market- Bakery,"19952 Homestead Rd ,Cupertino, Ca 95014","19952 HOMESTEAD RD ,CUPERTINO, CA 95014",95014,Pass,82,37.337046,-122.022572,"(37.337046,-122.022572)"
Goruba Fairoaks 76,"603 Old San Francisco Rd,Sunnyvale, Ca 94086","603 OLD SAN FRANCISCO RD,SUNNYVALE, CA 94086",94086,Pass,100,37.36763,-122.022497,"(37.36763,-122.022497)"
Moffett Place 3 - Level 1 Cafe,"1170 Bordeaux Dr,Sunnyvale, Ca 94089","1170 BORDEAUX DR,SUNNYVALE, CA 94089",94089,Pass,84,37.40658,-122.022401,"(37.40658,-122.022401)"
Ulavacharu Traditional Indian Cuisine,"685 E El Camino Real ,Sunnyvale, Ca 94087","685 E EL CAMINO REAL ,SUNNYVALE, CA 94087",94087,Pass,70,37.36032,-122.0224,"(37.36032,-122.0224)"
Google 1212 Bordeaux - Cafe 1 Hub,"1212 Bordeaux Dr,Sunnyvale, Ca 94086","1212 BORDEAUX DR,SUNNYVALE, CA 94086",94086,Pass,96,37.409529,-122.022366,"(37.409529,-122.022366)"
7-Eleven Store 2367-14219,"615 Old San Francisco Rd ,Sunnyvale, Ca 94086","615 OLD SAN FRANCISCO RD ,SUNNYVALE, CA 94086",94086,Pass,98,37.3676,-122.02209,"(37.3676,-122.02209)"
Maple Tree Inn Foods,"711 E El Camino Real ,Sunnyvale, Ca 94086","711 E EL CAMINO REAL ,SUNNYVALE, CA 94086",94086,Pass,95,37.35984,-122.02151,"(37.35984,-122.02151)"
Moffett Place Google Event Center - B7 - Pantry 2Nd Floor,"1160 Bordeaux Dr,Sunnyvale, Ca 94089","1160 BORDEAUX DR,SUNNYVALE, CA 94089",94089,Pass,96,37.406046,-122.021314,"(37.406046,-122.021314)"
Google - Moffett Place 1 - Mk (Level 5),"1155 Borregas Av,Sunnyvale, Ca 94089","1155 BORREGAS AV,SUNNYVALE, CA 94089",94089,Pass,92,37.404931,-122.021255,"(37.404931,-122.021255)"
Berts Stadium Sports Bar,"208 S Fair Oaks Av,Sunnyvale, Ca 94086","208 S FAIR OAKS AV,SUNNYVALE, CA 94086",94086,Pass,97,37.37371,-122.0207,"(37.37371,-122.0207)"
Google - Moffett Place 2 - Levain Cafe,"1175 Borregas Av,Sunnyvale, Ca 94089","1175 BORREGAS AV,SUNNYVALE, CA 94089",94089,Pass,97,37.405733,-122.020696,"(37.405733,-122.020696)"
Mercado La Torre,"614 E Evelyn Av,Sunnyvale, Ca 94087","614 E EVELYN AV,SUNNYVALE, CA 94087",94087,Pass,92,37.37284,-122.02057,"(37.37284,-122.02057)"
Braly Elementary School,"675 Gail Av,Sunnyvale, Ca 94","675 GAIL AV,SUNNYVALE, CA 94",CA 94,Pass,100,37.36344,-122.02028,"(37.36344,-122.02028)"
Columbia Middle School,"739 Morse Av ,Sunnyvale, Ca 94086","739 MORSE AV ,SUNNYVALE, CA 94086",94086,Pass,97,37.393295,-122.020023,"(37.393295,-122.020023)"
Marie Callender'S Restaurant And Bakery,"751 E El Camino Real,Sunnyvale, Ca 94087","751 E EL CAMINO REAL,SUNNYVALE, CA 94087",94087,Pass,80,37.35814,-122.01986,"(37.35814,-122.01986)"
Walgreens #09782,"780 E El Camino Real,Sunnyvale, Ca 94087","780 E EL CAMINO REAL,SUNNYVALE, CA 94087",94087,Pass,97,37.35613,-122.01919,"(37.35613,-122.01919)"
Michaels Stores,"777 E El Camino Real ,Sunnyvale, Ca 94087","777 E EL CAMINO REAL ,SUNNYVALE, CA 94087",94087,Pass,98,37.35767,-122.01873,"(37.35767,-122.01873)"
Lopez Taqueria,"305 N Fair Oaks Av,Sunnyvale, Ca 94085","305 N FAIR OAKS AV,SUNNYVALE, CA 94085",94085,Pass,100,37.38207,-122.01862,"(37.38207,-122.01862)"
Google - Jc1 Cafeteria,"111 Java Dr,Sunnyvale, Ca 94089","111 JAVA DR,SUNNYVALE, CA 94089",94089,Pass,95,37.412506,-122.018598,"(37.412506,-122.018598)"
Lhcf - Cedar Crest Nursing & Rehabililation Center,"797 E Fremont Av,Sunnyvale, Ca 94087","797 E FREMONT AV,SUNNYVALE, CA 94087",94087,Pass,77,37.35295,-122.01831,"(37.35295,-122.01831)"
Quikshop Market,"395 N Fair Oaks Av ,Sunnyvale, Ca 94086","395 N FAIR OAKS AV ,SUNNYVALE, CA 94086",94086,Pass,98,37.38332,-122.01821,"(37.38332,-122.01821)"
Home Depot #640,"680 Kifer Rd ,Sunnyvale, Ca 94086","680 KIFER RD ,SUNNYVALE, CA 94086",94086,Pass,98,37.375445,-122.018075,"(37.375445,-122.018075)"
Fairoaks Chevron,"296 N Fair Oaks Av ,Sunnyvale, Ca 94086","296 N FAIR OAKS AV ,SUNNYVALE, CA 94086",94086,Pass,97,37.38123,-122.01805,"(37.38123,-122.01805)"
Safeway Store #1439,"785 E El Camino Real ,Sunnyvale, Ca 94087","785 E EL CAMINO REAL ,SUNNYVALE, CA 94087",94087,Pass,96,37.357162,-122.017837,"(37.357162,-122.017837)"
Subway #60712,"624 E Arques Av Ste A,Sunnyvale, Ca 94085","624 E ARQUES AV STE A,SUNNYVALE, CA 94085",94085,Pass,100,37.3814,-122.01771,"(37.3814,-122.01771)"
Bee And Tea,"795 E El Camino Real ,Sunnyvale, Ca 94086","795 E EL CAMINO REAL ,SUNNYVALE, CA 94086",94086,Pass,93,37.35646,-122.01751,"(37.35646,-122.01751)"
Jamba Juice #130,"797 E El Camino Real ,Sunnyvale, Ca 94087","797 E EL CAMINO REAL ,SUNNYVALE, CA 94087",94087,Pass,98,37.356466,-122.01751,"(37.356466,-122.01751)"
On Semi Borregas Cafe,"1272 Borregas Av,Sunnyvale, Ca 94089","1272 BORREGAS AV,SUNNYVALE, CA 94089",94089,Pass,95,37.410694,-122.017334,"(37.410694,-122.017334)"
Heritage Indian Market,"826 E Fremont Av Ste A,Sunnyvale, Ca 94087","826 E FREMONT AV STE A,SUNNYVALE, CA 94087",94087,Pass,96,37.35181,-122.01722,"(37.35181,-122.01722)"
Corporate Inn/Sunnyvale-Restaurant,"805 E El Camino Real ,Sunnyvale, Ca 94087","805 E EL CAMINO REAL ,SUNNYVALE, CA 94087",94087,Pass,100,37.3558,-122.01682,"(37.3558,-122.01682)"
Bowlmor Lanes Cupertino,"10123 N Wolfe Rd,Cupertino, Ca 95014","10123 N WOLFE RD,CUPERTINO, CA 95014",95014,Pass,69,37.325898,-122.016511,"(37.325898,-122.016511)"
Linked-In - Center And Main Kitchen,"605 W Maude Av,Sunnyvale, Ca 94085","605 W MAUDE AV,SUNNYVALE, CA 94085",94085,Pass,86,37.385333,-122.016491,"(37.385333,-122.016491)"
Google-Marketplace Kitchen,"222 Caspian Dr,Sunnyvale, Ca 94089","222 CASPIAN DR,SUNNYVALE, CA 94089",94089,Pass,95,37.412955,-122.016386,"(37.412955,-122.016386)"
Shang Hai Flavor Shop,"888 Old San Francisco Rd ,Sunnyvale, Ca 94086","888 OLD SAN FRANCISCO RD ,SUNNYVALE, CA 94086",94086,Pass,68,37.366172,-122.016369,"(37.366172,-122.016369)"
Famous Food Restaurant,"872 Old San Francisco Rd ,Sunnyvale, Ca 94086","872 OLD SAN FRANCISCO RD ,SUNNYVALE, CA 94086",94086,Pass,60,37.36617,-122.01636,"(37.36617,-122.01636)"
7-Eleven Food Store #26763C/2230,"834 E Fremont Av,Sunnyvale, Ca 94087","834 E FREMONT AV,SUNNYVALE, CA 94087",94087,Pass,98,37.35179,-122.01633,"(37.35179,-122.01633)"
Heartland Society Of Northern California (Hsnc),"10051 E Estates Dr,Cupertino, Ca 95014","10051 E ESTATES DR,CUPERTINO, CA 95014",95014,Pass,98,37.322495,-122.01609,"(37.322495,-122.01609)"
Pho Little Saigon,"855 E Homestead Rd ,Sunnyvale, Ca 94087","855 E HOMESTEAD RD ,SUNNYVALE, CA 94087",94087,Pass,85,37.337996,-122.015611,"(37.337996,-122.015611)"
Gravity Cafe,"1180 Discovery Wy,Sunnyvale, Ca 94089","1180 DISCOVERY WY,SUNNYVALE, CA 94089",94089,Pass,84,37.412402,-122.015605,"(37.412402,-122.015605)"
Courtyard By Marriott-10605,"10605 N Wolfe Rd,Cupertino, Ca 95014","10605 N WOLFE RD,CUPERTINO, CA 95014",95014,Pass,90,37.332194,-122.015466,"(37.332194,-122.015466)"
Summit Public School Denali-Weddell,"539 E Weddell Dr,Sunnyvale, Ca 94089","539 E WEDDELL DR,SUNNYVALE, CA 94089",94089,Pass,98,37.39717,-122.01546,"(37.39717,-122.01546)"
Ufc Gym - Sunnyvale,"733 S Wolfe Rd,Sunnyvale, Ca 94086","733 S WOLFE RD,SUNNYVALE, CA 94086",94086,Pass,85,37.36579,-122.01543,"(37.36579,-122.01543)"
Sankranti,"727 S Wolfe Rd,Sunnyvale, Ca 94086","727 S WOLFE RD,SUNNYVALE, CA 94086",94086,Pass,75,37.365905,-122.015351,"(37.365905,-122.015351)"
Golfland Usa,"855 E El Camino Real ,Sunnyvale, Ca 94087","855 E EL CAMINO REAL ,SUNNYVALE, CA 94087",94087,Pass,96,37.3548,-122.01528,"(37.3548,-122.01528)"
Tong Dumpling,"10869 N Wolfe Rd ,Cupertino, Ca 95014","10869 N WOLFE RD ,CUPERTINO, CA 95014",95014,Pass,57,37.335652,-122.015257,"(37.335652,-122.015257)"
Shanghai Family Restaurant,"10877 N Wolfe Rd ,Cupertino, Ca 95014","10877 N WOLFE RD ,CUPERTINO, CA 95014",95014,Pass,75,37.335506,-122.015197,"(37.335506,-122.015197)"
Happy Lemon,"10963 N Wolfe Rd,Cupertino, Ca 95014","10963 N WOLFE RD,CUPERTINO, CA 95014",95014,Pass,88,37.336286,-122.015173,"(37.336286,-122.015173)"
Dr Burrito,"266 E Java Dr Ste 1,Sunnyvale, Ca 94089","266 E JAVA DR STE 1,SUNNYVALE, CA 94089",94089,Pass,80,37.410548,-122.01497,"(37.410548,-122.01497)"
Duke Of Edinburgh,"10801 N Wolfe Rd ,Cupertino, Ca 95014","10801 N WOLFE RD ,CUPERTINO, CA 95014",95014,Pass,93,37.334654,-122.014927,"(37.334654,-122.014927)"
Red Hot Wok,"10074 E Estates Av,Cupertino, Ca 95014","10074 E ESTATES AV,CUPERTINO, CA 95014",95014,Pass,69,37.322073,-122.014895,"(37.322073,-122.014895)"
Sizzling Gourmet,"19541 Richwood Dr ,Cupertino, Ca 95014","19541 RICHWOOD DR ,CUPERTINO, CA 95014",95014,Pass,71,37.322014,-122.014874,"(37.322014,-122.014874)"
Asia Village Restaurant,"747 S Wolfe Rd,Sunnyvale, Ca 94086","747 S WOLFE RD,SUNNYVALE, CA 94086",94086,Pass,32,37.36539,-122.01486,"(37.36539,-122.01486)"
Hilton Garden Inn-Cupertino,"10741 N Wolfe Rd ,Cupertino, Ca 95014","10741 N WOLFE RD ,CUPERTINO, CA 95014",95014,Pass,90,37.333452,-122.014851,"(37.333452,-122.014851)"
Starbucks Coffee #5662,"11111 N Wolfe Rd C,Cupertino, Ca 95014","11111 N WOLFE RD C,CUPERTINO, CA 95014",95014,Pass,94,37.337317,-122.014792,"(37.337317,-122.014792)"
Silicon Valley Fuels,"1697 Wolfe Rd,Sunnyvale, Ca 94087","1697 WOLFE RD,SUNNYVALE, CA 94087",94087,Pass,93,37.338131,-122.014712,"(37.338131,-122.014712)"
Sunnyvale Gas Station,"898 E Fremont Av ,Sunnyvale, Ca 94086","898 E FREMONT AV ,SUNNYVALE, CA 94086",94086,Pass,97,37.35177,-122.01467,"(37.35177,-122.01467)"
Abhiruchi,"893 E El Camino Real ,Sunnyvale, Ca 94087","893 E EL CAMINO REAL ,SUNNYVALE, CA 94087",94087,Pass,74,37.35387,-122.01467,"(37.35387,-122.01467)"
Indian Market,"899 E El Camino Real ,Sunnyvale, Ca 94087","899 E EL CAMINO REAL ,SUNNYVALE, CA 94087",94087,Pass,86,37.353968,-122.014631,"(37.353968,-122.014631)"
Wendy'S #530,"1313 S Wolfe Rd ,Sunnyvale, Ca 94086","1313 S WOLFE RD ,SUNNYVALE, CA 94086",94086,Pass,79,37.351021,-122.014626,"(37.351021,-122.014626)"
Sweethoney Dessert,"10815 N Wolfe Rd Unit 101B,Cupertino, Ca 95014","10815 N WOLFE RD UNIT 101B,CUPERTINO, CA 95014",95014,Pass,90,37.335431,-122.01454,"(37.335431,-122.01454)"
Wolfe Liquors,"1689 S Wolfe Rd ,Sunnyvale, Ca 94087","1689 S WOLFE RD ,SUNNYVALE, CA 94087",94087,Pass,95,37.338381,-122.014535,"(37.338381,-122.014535)"
"Deli - Judy'S Hand Made Cake, Inc","135 N Wolfe Rd Ste 20,Sunnyvale, Ca 94086","135 N WOLFE RD STE 20,SUNNYVALE, CA 94086",94086,Pass,94,37.375848,-122.014483,"(37.375848,-122.014483)"
Wolfe Road Shell,"703 S Wolfe Rd ,Sunnyvale, Ca 94086","703 S WOLFE RD ,SUNNYVALE, CA 94086",94086,Pass,98,37.366166,-122.014452,"(37.366166,-122.014452)"
Fair Oaks 76,"801 N Fair Oaks Av,Sunnyvale, Ca 94085","801 N FAIR OAKS AV,SUNNYVALE, CA 94085",94085,Pass,100,37.39311,-122.01424,"(37.39311,-122.01424)"
Madurai The Modern Cafe,"848 E Evelyn Av,Sunnyvale, Ca 94086","848 E EVELYN AV,SUNNYVALE, CA 94086",94086,Pass,93,37.37026,-122.0142,"(37.37026,-122.0142)"
Chavez Supermarket,"666 N Fair Oaks Av,Sunnyvale, Ca 94086","666 N FAIR OAKS AV,SUNNYVALE, CA 94086",94086,Pass,87,37.39012,-122.01404,"(37.39012,-122.01404)"
Tres Potrillos Taqueria,"670 N Fair Oaks Av ,Sunnyvale, Ca 94087","670 N FAIR OAKS AV ,SUNNYVALE, CA 94087",94087,Pass,86,37.39054,-122.01395,"(37.39054,-122.01395)"
Sg05-Espresso Bar,"195 N Wolf Rd,Sunnyvale, Ca 94086","195 N WOLF RD,SUNNYVALE, CA 94086",94086,Pass,100,37.377722,-122.013902,"(37.377722,-122.013902)"
New Port Restaurant,"1686 S Wolfe Rd,Sunnyvale, Ca 94087","1686 S WOLFE RD,SUNNYVALE, CA 94087",94087,Pass,82,37.338477,-122.013866,"(37.338477,-122.013866)"
7-Eleven  #27768C,"708 N Fair Oaks Av,Sunnyvale, Ca 94086","708 N FAIR OAKS AV,SUNNYVALE, CA 94086",94086,Pass,90,37.3914,-122.01383,"(37.3914,-122.01383)"
Hindu Temple- Kitchen,"450 Persian Dr,Sunnyvale, Ca 94089","450 PERSIAN DR,SUNNYVALE, CA 94089",94089,Pass,82,37.4049,-122.01383,"(37.4049,-122.01383)"
Valero Sunnyvale,"698 N Fairoaks Av ,Sunnyvale, Ca 94085","698 N FAIROAKS AV ,SUNNYVALE, CA 94085",94085,Pass,97,37.39089,-122.01382,"(37.39089,-122.01382)"
Hyatt House,"10380 Perimeter Rd,Cupertino, Ca 95014","10380 PERIMETER RD,CUPERTINO, CA 95014",95014,Pass,80,37.329094,-122.013614,"(37.329094,-122.013614)"
Rajjot Sweet & Snack,"1234 Wolfe Rd,Sunnyvale, Ca 94086","1234 WOLFE RD,SUNNYVALE, CA 94086",94086,Pass,76,37.353616,-122.013598,"(37.353616,-122.013598)"
Nearby Liquor & Food,"1228 S Wolfe Rd ,Sunnyvale, Ca 94086","1228 S WOLFE RD ,SUNNYVALE, CA 94086",94086,Pass,93,37.35361,-122.01359,"(37.35361,-122.01359)"
Wild Palms Hotel-Restaurant,"910 E Fremont Av ,Sunnyvale, Ca 94087","910 E FREMONT AV ,SUNNYVALE, CA 94087",94087,Pass,94,37.35139,-122.01357,"(37.35139,-122.01357)"
Sunnyvale Car Wash & Gas,"905 E El Camino Real ,Sunnyvale, Ca 94087","905 E EL CAMINO REAL ,SUNNYVALE, CA 94087",94087,Pass,95,37.35322,-122.01352,"(37.35322,-122.01352)"
Domino'S Pizza Store# 8392,"615 Caliente Dr,Sunnyvale, Ca 94086","615 CALIENTE DR,SUNNYVALE, CA 94086",94086,Pass,94,37.39134,-122.01352,"(37.39134,-122.01352)"
Magic Wok,"734 S Wolfe Rd ,Sunnyvale, Ca 94086","734 S WOLFE RD ,SUNNYVALE, CA 94086",94086,Pass,83,37.366268,-122.013349,"(37.366268,-122.013349)"
Desi Kitchen,"712 S Wolfe Rd ,Sunnyvale, Ca 94086","712 S WOLFE RD ,SUNNYVALE, CA 94086",94086,Pass,77,37.36626,-122.01334,"(37.36626,-122.01334)"
Chung Tai Zen Ctr Of Sunnyvale,"750 E Arques Av ,Sunnyvale, Ca 94085","750 E ARQUES AV ,SUNNYVALE, CA 94085",94085,Pass,97,37.38048,-122.01332,"(37.38048,-122.01332)"
Cam Huong,"903 Reed Av ,Sunnyvale, Ca 94086","903 REED AV ,SUNNYVALE, CA 94086",94086,Pass,91,37.36695,-122.01331,"(37.36695,-122.01331)"
Rene-Rose Island Cuisine,"621 Caliente Dr ,Sunnyvale, Ca 94086","621 CALIENTE DR ,SUNNYVALE, CA 94086",94086,Pass,83,37.391301,-122.013302,"(37.391301,-122.013302)"
Taco Bell,"811 Kifer Rd ,Sunnyvale, Ca 94086","811 KIFER RD ,SUNNYVALE, CA 94086",94086,Pass,100,37.375609,-122.013225,"(37.375609,-122.013225)"
Plug And Play Tech Center,"440 N Wolfe Rd ,Sunnyvale, Ca 94085","440 N WOLFE RD ,SUNNYVALE, CA 94085",94085,Pass,97,37.38385,-122.013158,"(37.38385,-122.013158)"
Express Window 3Rd Floor,"1245 Crossman Av,Sunnyvale, Ca 94089","1245 CROSSMAN AV,SUNNYVALE, CA 94089",94089,Pass,100,37.407813,-122.013114,"(37.407813,-122.013114)"
My Bangla Bazar,"924 E Fremont Av ,Sunnyvale, Ca 94087","924 E FREMONT AV ,SUNNYVALE, CA 94087",94087,Pass,93,37.35181,-122.01292,"(37.35181,-122.01292)"
T4,"19505 Stevens Creek Ste 102,San Jose, Ca 95014","19505 STEVENS CREEK STE 102,SAN JOSE, CA 95014",95014,Pass,91,37.323287,-122.01284,"(37.323287,-122.01284)"
Fitness & Wellness Center,"19500 Homestead Rd,Cupertino, Ca 95014","19500 HOMESTEAD RD,CUPERTINO, CA 95014",95014,Pass,100,37.336961,-122.012781,"(37.336961,-122.012781)"
Boiling Point Restaurant Cupertino,"19600 Vallco Py Unit 120,Cupertino, Ca 95014","19600 VALLCO PY UNIT 120,CUPERTINO, CA 95014",95014,Pass,64,37.324991,-122.012628,"(37.324991,-122.012628)"
Moffett Gateway B1 - Mk 7Th Floor,"1225 Crossman Av,Sunnyvale, Ca 94089","1225 CROSSMAN AV,SUNNYVALE, CA 94089",94089,Pass,90,37.407418,-122.012204,"(37.407418,-122.012204)"
Radhe Chaat,"934 E El Camino Real ,Sunnyvale, Ca 94086","934 E EL CAMINO REAL ,SUNNYVALE, CA 94086",94086,Pass,80,37.35181,-122.01209,"(37.35181,-122.01209)"
The Patio,"948 E El Camino Real ,Sunnyvale, Ca 94087","948 E EL CAMINO REAL ,SUNNYVALE, CA 94087",94087,Pass,82,37.35181,-122.01187,"(37.35181,-122.01187)"
Mk 6Th Floor,"1265 Crossman Av,Sunnyvale, Ca 94089","1265 CROSSMAN AV,SUNNYVALE, CA 94089",94089,Pass,95,37.408632,-122.011825,"(37.408632,-122.011825)"
Knight'S Cafe,"562 Britton Av,Sunnyvale, Ca 94086","562 BRITTON AV,SUNNYVALE, CA 94086",94086,Pass,100,37.386568,-122.01134,"(37.386568,-122.01134)"
Apple Park (A1-B2) Gm,"1 Apple Py,Cupertino, Ca 95014","1 APPLE PY,CUPERTINO, CA 95014",95014,Pass,87,37.334841,-122.011296,"(37.334841,-122.011296)"
Thali Restaurant,"954 E El Camino Real,Sunnyvale, Ca 94087","954 E EL CAMINO REAL,SUNNYVALE, CA 94087",94087,Pass,75,37.35184,-122.01128,"(37.35184,-122.01128)"
Rainbow Montessori,"790 E Duane Av,Sunnyvale, Ca 94086","790 E DUANE AV,SUNNYVALE, CA 94086",94086,Pass,100,37.38653,-122.01121,"(37.38653,-122.01121)"
Apple-Wf01,"280 N Wolfe Rd,Sunnyvale, Ca 94085","280 N WOLFE RD,SUNNYVALE, CA 94085",94085,Pass,92,37.38037,-122.01117,"(37.38037,-122.01117)"
Una Mas Mexican Grill,"1200 Crossman Av,Sunnyvale, Ca 94089","1200 CROSSMAN AV,SUNNYVALE, CA 94089",94089,Pass,78,37.40747,-122.01081,"(37.40747,-122.01081)"
Sul & Beans,"19540 Vallco Py 160,Cupertino, Ca 95014","19540 VALLCO PY 160,CUPERTINO, CA 95014",95014,Pass,96,37.32485,-122.010637,"(37.32485,-122.010637)"
Planet Granite,"815 Stewart Dr ,Sunnyvale, Ca 94085","815 STEWART DR ,SUNNYVALE, CA 94085",94085,Pass,100,37.384512,-122.010593,"(37.384512,-122.010593)"
Java 7 Cafe,"1345 Crossman Av ,Sunnyvale, Ca 94089","1345 CROSSMAN AV ,SUNNYVALE, CA 94089",94089,Pass,76,37.41311,-122.01058,"(37.41311,-122.01058)"
Gold Rush Eatery,"1010 S Wolfe Rd,Sunnyvale, Ca 94086","1010 S WOLFE RD,SUNNYVALE, CA 94086",94086,Pass,86,37.355133,-122.010205,"(37.355133,-122.010205)"
